Category,AMC,Scheme Code,ISIN Div Payout / ISIN Growth,ISIN Div Reinvestment,Scheme Name,Plan,Option,Net Asset Value,Date
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122753,INF109KA1590,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D,,,14.3576,03-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,122756,INF109KA1574,-,ICICI Prudential Multiple Yield Fund - Series 4 - 1825 Days - Plan D,,,13.883,03-Jul-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,124138,INF109KA1DH1,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A,,,14.1024,27-Sep-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,124140,INF109KA1DF5,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A,,,14.7044,27-Sep-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,124141,INF109KA1DG3,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A,,,12.8852,27-Sep-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,124139,INF109KA1DI9,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A,,,12.5433,27-Sep-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,125263,INF109KA1HB5,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B,,,13.7804,07-Dec-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,125260,INF109KA1HC3,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B,,,12.5216,07-Dec-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,125262,INF109KA1HE9,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B,,,12.1846,07-Dec-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,125261,INF109KA1HD1,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B,,,13.2516,07-Dec-2016
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,126114,INF109KA1JP1,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D,,,14.0847,01-Feb-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,126115,INF109KA1JQ9,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D,,,12.8260,01-Feb-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,126116,INF109KA1JN6,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D,,,13.4961,01-Feb-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,126113,INF109KA1JO4,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan D,,,12.4104,01-Feb-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,126086,INF109KA1JJ4,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1825 Days - Plan C,,,15.5410,07-Jan-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,126088,INF109KA1JL0,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1825 Days - Plan C,,,16.5513,07-Jan-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,126087,INF109KA1JK2,-,ICICI Prudential Multiple Yield Fund - Series 5 - 1825 Days - Plan C,,,13.8636,07-Jan-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,127129,INF109KA1ND9,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan A,,,13.9143,28-Feb-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,127131,INF109KA1NB3,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan A,,,13.3560,28-Feb-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,127132,INF109KA1NC1,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan A,,,12.3592,28-Feb-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129068,INF109KA1SP2,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E,,,13.5358,02-May-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129067,INF109KA1SQ0,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E,,,12.6864,02-May-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129066,INF109KA1SN7,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E,,,12.9746,02-May-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129069,INF109KA1SO5,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1100 Days - Plan E,,,12.2433,02-May-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128207,INF109KA1PP8,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B,,,13.1596,24-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128205,INF109KA1PR4,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B,,,13.7037,24-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128206,INF109KA1PS2,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B,,,12.7917,24-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128208,INF109KA1PQ6,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1125 Days - Plan B,,,12.3721,24-Apr-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128492,INF109KA1RD0,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C,,,15.2060,05-Apr-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128494,INF109KA1RF5,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C,,,16.2612,05-Apr-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128495,INF109KA1RG3,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C,,,14.8062,05-Apr-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,128493,INF109KA1RE8,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan C,,,13.9493,05-Apr-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129232,INF109KA1TT2,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan D,,,14.9292,06-May-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129231,INF109KA1TV8,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan D,,,15.8208,06-May-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129230,INF109KA1TW6,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan D,,,14.7375,06-May-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129233,INF109KA1TU0,-,ICICI Prudential Multiple Yield Fund - Series 6 - 1825 Days - Plan D,,,13.9943,06-May-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131352,INF109KA1T81,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days - Plan F,,,12.2797,12-Oct-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131353,INF109KA1U05,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days - Plan F,,,12.7499,12-Oct-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131350,INF109KA1U13,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days - Plan F,,,12.7499,12-Oct-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131351,INF109KA1T99,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1100 Days - Plan F,,,12.2797,12-Oct-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131262,INF109KA1R75,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D,,,12.7190,29-May-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131264,INF109KA1R67,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D,,,12.7190,29-May-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131263,INF109KA1R83,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D,,,13.2675,29-May-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131261,INF109KA1R91,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1338 Days Plan D,,,13.2675,29-May-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130440,INF109KA1YP0,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan B,,,14.3276,22-Jul-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130438,INF109KA1YN5,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan B,,,15.1065,22-Jul-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130439,INF109KA1YO3,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan B,,,15.1065,22-Jul-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130441,INF109KA1YQ8,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan B,,,14.3276,22-Jul-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130990,INF109KA1J83,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan C,,,13.9758,03-Sep-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130991,INF109KA1K07,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan C,,,14.7231,03-Sep-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130989,INF109KA1K15,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan C,,,14.7231,03-Sep-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130992,INF109KA1J91,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan C,,,13.9758,03-Sep-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131314,INF109KA1S25,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan E,,,13.8672,07-Oct-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131316,INF109KA1S41,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan E,,,14.6180,07-Oct-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131313,INF109KA1S58,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan E,,,14.6180,07-Oct-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131315,INF109KA1S33,-,ICICI Prudential Multiple Yield Fund - Series 7 - 1825 Days - Plan E,,,13.8672,07-Oct-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,133172,INF109KA16L4,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1101 Days Plan E,,,12.0937,26-Dec-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,133174,INF109KA18L0,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1101 Days Plan E,,,12.6249,26-Dec-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,133173,INF109KA17L2,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1101 Days Plan E,,,12.0937,26-Dec-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,132954,INF109KA16F6,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan C,,,12.0248,04-Dec-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,132951,INF109KA18F2,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan C,,,12.5700,04-Dec-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,132953,INF109KA19F0,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan C,,,12.5700,04-Dec-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,132952,INF109KA17F4,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan C,,,12.0248,04-Dec-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,133578,INF109KA10T0,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan F,,,11.7925,20-Feb-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,133577,INF109KA12T6,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan F,,,12.3399,20-Feb-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,133580,INF109KA13T4,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan F,,,12.3399,20-Feb-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,133579,INF109KA11T8,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1103 Days Plan F,,,11.7925,20-Feb-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,133112,INF109KA18J4,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1822 Days - Plan D,,,13.5995,12-Dec-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,133110,INF109KA10K9,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1822 Days - Plan D,,,14.3826,12-Dec-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,133111,INF109KA11K7,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1822 Days - Plan D,,,14.3826,12-Dec-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,133113,INF109KA19J2,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1822 Days - Plan D,,,13.5995,12-Dec-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131574,INF109KA16B5,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1824 Days - Plan A,,,13.4760,07-Nov-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131577,INF109KA18B1,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1824 Days - Plan A,,,14.2589,07-Nov-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131576,INF109KA19B9,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1824 Days - Plan A,,,14.2589,07-Nov-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,131575,INF109KA17B3,-,ICICI Prudential Multiple Yield Fund - Series 8 - 1824 Days - Plan A,,,13.4760,07-Nov-2019
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,134262,INF109KB1714,-,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A,,,11.2828,22-May-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,134259,INF109KB1730,-,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A,,,11.7593,22-May-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,134260,INF109KB1748,-,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A,,,11.7593,22-May-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,134261,INF109KB1722,-,ICICI Prudential Multiple Yield Fund - Series 9 - 1140 Days Plan A,,,11.2828,22-May-2018
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129742,INF109KA1UX2,-,ICICI Prudential Multiple Yield Fund- Series 6 -1100 Days Plan F,,,12.8982,01-Jun-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129741,INF109KA1UZ7,-,ICICI Prudential Multiple Yield Fund- Series 6 -1100 Days Plan F,,,13.4508,01-Jun-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129744,INF109KA1VA8,-,ICICI Prudential Multiple Yield Fund- Series 6 -1100 Days Plan F,,,12.6492,01-Jun-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,129743,INF109KA1UY0,-,ICICI Prudential Multiple Yield Fund- Series 6 -1100 Days Plan F,,,12.1949,01-Jun-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130148,INF109KA1WV2,-,ICICI Prudential Multiple Yield Fund- Series 7 -1100 Days Plan A,,,12.4342,28-Jun-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130146,INF109KA1WX8,-,ICICI Prudential Multiple Yield Fund- Series 7 -1100 Days Plan A,,,12.9747,28-Jun-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130145,INF109KA1WY6,-,ICICI Prudential Multiple Yield Fund- Series 7 -1100 Days Plan A,,,12.6366,28-Jun-2017
Close Ended Schemes(Income),ICICI Prudential Mutual Fund,130147,INF109KA1WW0,-,ICICI Prudential Multiple Yield Fund- Series 7 -1100 Days Plan A,,,12.1680,28-Jun-2017
Close Ended Schemes(Income),IL&FS Mutual Fund (IDF),130565,INF613Q01025,Redeemed,IL&FS Infrastructure Debt Fund Series 1A,,,1680494.0463,31-Dec-2018
Close Ended Schemes(Income),IL&FS Mutual Fund (IDF),129287,INF613Q01017,Redeemed,IL&FS Infrastructure Debt Fund Series 1A,,,1680494.0463,31-Dec-2018
Close Ended Schemes(Income),IL&FS Mutual Fund (IDF),129288,INF613Q01058,Redeemed,IL&FS Infrastructure Debt Fund Series 1C,,,2185944.3803,31-Mar-2024
Close Ended Schemes(Income),IL&FS Mutual Fund (IDF),130567,INF613Q01066,Redeemed,IL&FS Infrastructure Debt Fund Series 1C,,,2185944.3903,31-Mar-2024
Close Ended Schemes(Income),IL&FS Mutual Fund (IDF),148397,INF613Q01140,-,IL&FS Infrastructure Debt Fund Series 2A,,,1979043.4256,30-Jun-2026
Close Ended Schemes(Income),IL&FS Mutual Fund (IDF),148398,INF613Q01157,-,IL&FS Infrastructure Debt Fund Series 2B,,,2510326.4049,30-Jun-2026
Close Ended Schemes(Income),IL&FS Mutual Fund (IDF),148399,INF613Q01165,-,IL&FS Infrastructure Debt Fund Series 2C,,,2472409.3435,30-Jun-2026
Close Ended Schemes(Income),IL&FS Mutual Fund (IDF),142700,INF613Q01082,Redeemed,"IL&FS Infrastructure Debt Fund-3, Series 3-A",,,1213044.969,31-Dec-2022
Close Ended Schemes(Income),IL&FS Mutual Fund (IDF),142701,INF613Q01074,Redeemed,"IL&FS Infrastructure Debt Fund-3, Series 3-A",,,1213045.0145,31-Dec-2022
Close Ended Schemes(Income),IL&FS Mutual Fund (IDF),142702,INF613Q01090,Redeemed,"IL&FS Infrastructure Debt Fund-3, Series 3-A",,,1211636.7662,31-Dec-2022
Close Ended Schemes(Income),IL&FS Mutual Fund (IDF),130566,INF613Q01041,Redeemed,IL&FS Infrastructure Fund Series 1B,,,1456756.8966,31-Mar-2021
Close Ended Schemes(Income),IL&FS Mutual Fund (IDF),129286,INF613Q01033,Redeemed,IL&FS Infrastructure Fund Series 1B,,,1456756.8971,31-Mar-2021
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,135331,INF174K01U50,-,Kotak Capital Protection Oriented Scheme Series 1,,,10.000002,03-Oct-2018
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,135328,INF174K01U43,-,Kotak Capital Protection Oriented Scheme Series 1,,,12.14146666,03-Oct-2018
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,135329,INF174K01U35,-,Kotak Capital Protection Oriented Scheme Series 1,,,10.00001671,03-Oct-2018
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,135330,INF174K01U27,-,Kotak Capital Protection Oriented Scheme Series 1,,,11.9437053,03-Oct-2018
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,135748,INF174K011A4,-,Kotak Capital Protection Oriented Scheme Series 2,,,10.000014,11-Dec-2018
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,135746,INF174K010A6,-,Kotak Capital Protection Oriented Scheme Series 2,,,12.24230938,11-Dec-2018
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,135745,INF174K01Z97,-,Kotak Capital Protection Oriented Scheme Series 2,,,10.00000026,11-Dec-2018
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,135747,INF174K01Z89,-,Kotak Capital Protection Oriented Scheme Series 2,,,12.04826466,11-Dec-2018
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,136284,INF174K010E8,-,Kotak Capital Protection Oriented Scheme Series 3,,,12.01316151,25-Apr-2019
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,136287,INF174K019D1,-,Kotak Capital Protection Oriented Scheme Series 3,,,10.00000414,25-Apr-2019
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,136286,INF174K018D3,-,Kotak Capital Protection Oriented Scheme Series 3,,,11.79653915,25-Apr-2019
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,139361,INF174K015G2,-,Kotak Capital Protection Oriented Scheme Series 4,,,10.000003,10-Jun-2019
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,139362,INF174K014G5,-,Kotak Capital Protection Oriented Scheme Series 4,,,11.91227152,10-Jun-2019
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,139359,INF174K013G7,-,Kotak Capital Protection Oriented Scheme Series 4,,,10.00000281,10-Jun-2019
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,139360,INF174K012G9,-,Kotak Capital Protection Oriented Scheme Series 4,,,11.72408936,10-Jun-2019
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,152451,INF174KA1QU6,-,Kotak Fixed Maturity Plan Series 328  90 Days,,,10.19907795,16-May-2024
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,152452,INF174KA1QV4,-,Kotak Fixed Maturity Plan Series 328  90 Days,,,10.19902391,16-May-2024
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,152453,INF174KA1QS0,-,Kotak Fixed Maturity Plan Series 328  90 Days,,,10.19518202,16-May-2024
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,152454,INF174KA1QT8,-,Kotak Fixed Maturity Plan Series 328  90 Days,,,10.19518122,16-May-2024
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,152545,INF174KA1RP4,-,Kotak Fixed Maturity Plan Series 329  90 Days,,,10.18968203,19-Jun-2024
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,152542,INF174KA1RQ2,-,Kotak Fixed Maturity Plan Series 329  90 Days,,,10.18959361,19-Jun-2024
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,152543,INF174KA1RR0,-,Kotak Fixed Maturity Plan Series 329  90 Days,,,10.18584049,19-Jun-2024
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,152544,INF174KA1RO7,-,Kotak Fixed Maturity Plan Series 329  90 Days,,,10.18583696,19-Jun-2024
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,123106,INF174K01ZA0,-,Kotak FMP Series 105 (370 Days),,,12.75752,08-Aug-2017
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,123108,INF174K01YZ0,-,Kotak FMP Series 105 (370 Days),,,14.0608253,08-Aug-2017
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,123109,INF174K01OY4,-,Kotak FMP Series 105 (370 Days),,,10.00005272,04-Aug-2014
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,123107,INF174K01YX5,-,Kotak FMP Series 105 (370 Days),,,14.01012529,08-Aug-2017
Close Ended Schemes(Income),Kotak Mahindra Mutual Fund,123188,-,-,Kotak FMP Series 106 (370 Days),,,10.00000021,05-Aug-2014
